JobTitle,SalaryEstimate,Rating,CompanyName,CompanySize,FoundedYear,OwnershipType,Industry,Sector,MinSalary,MaxSalary,AverageSalary,state,City,CompanyAge,AverageRevenue,NumberOfCompetitors,Experience_Level,RequiredSkills,EducationLevel,YearsofExperience,SalaryCategory
analyst,65000-110000 ,1.9,Moda Operandi,201-500,2010.0,Private,"Department, Clothing, & Shoe Stores",Retail,65000,110000,87500,NY,New York,14.0,300000000.0,3,Senior,"['Python', 'R', 'SQL', 'Java']",['Bachelor'],3.0,Medium
data engineer,67000-127000 ,4.0,Novetta,501-1000,2012.0,Private,Enterprise Software & Network Solutions,Information Technology,67000,127000,97000,VA,Reston,12.0,300000000.0,3,Senior,"['Python', 'R', 'SQL', 'Java']",[],8.0,Medium
data engineer,78000-147000 ,4.3,Genesys,5001-10000,1990.0,Private,Computer Hardware & Software,Information Technology,78000,147000,112500,NC,Durham,34.0,1500000000.0,3,Senior,"['Python', 'R', 'Java', 'Scala']",[],7.25830258302583,Medium
Other,66000-117000 ,3.6,MassMutual,5001-10000,1851.0,Private,Insurance Carriers,Insurance,66000,117000,91500,MA,Boston,173.0,10000000000.0,1,Mid-level,"['R', 'SQL', 'Scala']",['Bachelor'],5.0,Medium
Other,37000-66000 ,3.3,Liberty Mutual Insurance,10000++,1912.0,Private,Insurance Carriers,Insurance,37000,66000,51500,IN,Indianapolis,112.0,10000000000.0,3,Mid-level,"['Python', 'R', 'SQL', 'Java']","['Bachelor', 'Master']",5.0,Low
data scientist,86000-143000 ,3.8,Novartis,10000++,1996.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,86000,143000,114500,MA,Cambridge,28.0,10000000000.0,1,Mid-level,['R'],[],7.25830258302583,Medium
data scientist,84000-146000 ,4.3,USEReady,201-500,2011.0,Private,Consulting,Business Services,84000,146000,115000,NY,New York,13.0,17500000.0,1,Mid-level,"['Python', 'R', 'SQL']",[],7.25830258302583,Medium
manager,50000-98000 ,3.2,"Numeric, LLC",1-50,1992.0,Private,Staffing & Outsourcing,Business Services,50000,98000,74000,PA,Phila,32.0,7500000.0,1,Mid-level,"['Python', 'R', 'SQL', 'Java', 'Scala']","['Bachelor', 'Master']",7.25830258302583,Low
Other,38000-64000 ,4.7,QK,51-200,1972.0,Private,Architectural & Engineering Services,Business Services,38000,64000,51000,CA,Clovis,52.0,17500000.0,1,Mid-level,['R'],['Bachelor'],40.0,Low
data engineer,90000-110000,3.4,Tivity Health,501-1000,1981.0,Public,Health Care Services & Hospitals,Health Care,90000,110000,100000,AZ,Chandler,43.0,3078534386.6171002,1,Mid-level,"['R', 'SQL']",['Bachelor'],5.0,Medium
data scientist,92000-150000 ,3.8,Novartis,10000++,1996.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,92000,150000,121000,MA,Cambridge,28.0,10000000000.0,1,Senior,['R'],[],7.25830258302583,Medium
analyst,90000-153000 ,4.5,Demandbase,201-500,2006.0,Private,Computer Hardware & Software,Information Technology,90000,153000,121500,CA,San Francisco,18.0,300000000.0,3,Senior,"['R', 'SQL']",['Bachelor'],3.0,Medium
Other,43000-82000 ,3.1,Santander,10000++,1856.0,Private,Banks & Credit Unions,Finance,43000,82000,62500,MA,Boston,168.0,10000000000.0,1,Mid-level,"['Python', 'R', 'SQL', 'Scala']","['Bachelor', 'Master']",9.0,Low
Other,Employer Provided Salary:100000-135000,3.7,Monte Rosa Therapeutics,Unknown,1992.0,Private,-1,Information Technology,100000,135000,117500,MA,Cambridge,32.0,3078534386.6171002,1,Mid-level,['R'],['PhD'],3.0,Medium
data scientist,93000-151000 ,3.9,Luminar Technologies,201-500,2012.0,Private,Computer Hardware & Software,Information Technology,93000,151000,122000,FL,Orlando,12.0,3078534386.6171002,1,Senior,"['Python', 'R']","['Bachelor', 'Master']",8.0,Medium
data engineer,61000-109000 ,4.4,BRMi,51-200,2004.0,Private,It Services,Information Technology,61000,109000,85000,VA,Chantilly,20.0,3078534386.6171002,1,Mid-level,"['Python', 'R', 'Java', 'Scala']",[],7.25830258302583,Medium
data engineer,42000-79000 ,3.4,IntraEdge,501-1000,2002.0,Private,It Services,Information Technology,42000,79000,60500,AZ,Scottsdale,22.0,75000000.0,1,Mid-level,"['Python', 'R', 'SQL']",[],5.0,Low
data scientist,139000-221000 ,3.9,Zest AI,51-200,2009.0,Private,Financial Analytics & Research,Finance,139000,221000,180000,CA,Burbank,15.0,75000000.0,1,Senior,"['Python', 'R', 'SQL', 'Scala']","['Master', 'PhD']",5.0,High
Other,40000-101000 ,4.7,Veterans United Home Loans,1001-5000,2002.0,Private,Lending,Finance,40000,101000,70500,MO,Columbia,22.0,3078534386.6171002,1,Mid-level,"['R', 'SQL']",[],7.25830258302583,Low
data engineer,84000-153000 ,3.3,Peraton,1001-5000,2017.0,Private,Aerospace & Defense,Aerospace & Defense,84000,153000,118500,VA,Chantilly,7.0,1500000000.0,1,Mid-level,"['Python', 'R', 'SQL', 'Java']",[],7.25830258302583,Medium
Other,52000-81000 ,3.9,"Emtec, Inc.",501-1000,1995.0,Private,Enterprise Software & Network Solutions,Information Technology,52000,81000,66500,IL,Chicago,29.0,300000000.0,1,Mid-level,"['Python', 'R', 'SQL']",['Master'],3.0,Low
data scientist,81000-134000 ,3.4,PA Consulting,1001-5000,1943.0,Private,Consulting,Business Services,81000,134000,107500,MA,Boston,81.0,300000000.0,3,Mid-level,"['R', 'SQL', 'Java', 'Scala']",[],7.0,Medium
data engineer,97000-180000 ,4.7,Praetorian,51-200,2010.0,Private,Security Services,Business Services,97000,180000,138500,TX,Austin,14.0,17500000.0,1,Senior,"['Python', 'R', 'SQL']",['Bachelor'],8.0,High
Other,49000-113000 ,2.7,Advanced BioScience Laboratories,201-500,1961.0,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,49000,113000,81000,MD,Rockville,63.0,37500000.0,1,Mid-level,"['R', 'Scala']",[],7.25830258302583,Medium
data engineer,44000-73000 ,3.8,COUNTRY Financial,1001-5000,1925.0,Private,Insurance Carriers,Insurance,44000,73000,58500,IL,Bloomington,99.0,3500000000.0,3,Mid-level,"['Python', 'R', 'SQL']","['Bachelor', 'Master']",2.0,Low
data engineer,75000-140000 ,3.4,Echo Global Logistics,1001-5000,2005.0,Public,Transportation Management,Transportation & Logistics,75000,140000,107500,IL,Chicago,19.0,3500000000.0,3,Mid-level,"['R', 'SQL', 'Scala']",[],3.0,Medium
Other,84000-157000 ,3.8,Agios Pharmaceuticals,501-1000,2008.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,84000,157000,120500,MA,Cambridge,16.0,75000000.0,1,Mid-level,['R'],"['Master', 'PhD']",6.0,Medium
manager,40000-87000 ,3.9,Tapjoy,201-500,2007.0,Private,Internet,Information Technology,40000,87000,63500,CA,San Francisco,17.0,17500000.0,2,Mid-level,"['Python', 'R', 'SQL']",[],7.25830258302583,Low
Other,68000-139000 ,3.1,Reynolds American,5001-10000,1875.0,Private,Consumer Products Manufacturing,Manufacturing,68000,139000,103500,KY,Owensboro,149.0,10000000000.0,1,Mid-level,['R'],['Bachelor'],7.25830258302583,Medium
data scientist,72000-142000 ,4.1,Mentor Graphics,5001-10000,1981.0,Public,Computer Hardware & Software,Information Technology,72000,142000,107000,CA,Fremont,43.0,1500000000.0,3,Mid-level,"['Python', 'R', 'C++']",[],7.25830258302583,Medium
data engineer,74000-137000 ,3.7,Maxar Technologies,5001-10000,1992.0,Public,Aerospace & Defense,Aerospace & Defense,74000,137000,105500,VA,Springfield,32.0,3500000000.0,1,Mid-level,"['Python', 'R', 'SQL', 'Java']",['Bachelor'],3.0,Medium
data engineer,57000-109000 ,2.8,ICW Group,501-1000,1972.0,Private,Insurance Carriers,Insurance,57000,109000,83000,CA,San Diego,52.0,250500000.0,3,Mid-level,"['R', 'SQL', 'Scala']",['Bachelor'],3.0,Medium
data engineer,121000-203000 ,4.0,Glassdoor,1001-5000,2007.0,Private,Internet,Information Technology,121000,203000,162000,CA,San Francisco,17.0,3078534386.6171002,2,Senior,"['Python', 'R', 'Java', 'Scala']",['Bachelor'],7.0,High
Other,52000-85000 ,3.5,Esri,1001-5000,1969.0,Private,Computer Hardware & Software,Information Technology,52000,85000,68500,CA,Redlands,55.0,1500000000.0,1,Mid-level,"['Python', 'R']",['Master'],2.0,Low
data scientist,81000-140000 ,3.4,Assurant,10000++,1978.0,Public,Insurance Carriers,Insurance,81000,140000,110500,OH,Westlake,46.0,7500000000.0,3,Mid-level,"['R', 'SQL']",[],7.25830258302583,Medium
data engineer,83000-148000 ,3.7,F&G,201-500,1992.0,Subsidiary or Business Segment,Insurance Carriers,Insurance,83000,148000,115500,IA,Des Moines,32.0,300000000.0,1,Mid-level,"['Python', 'R', 'SQL']",['Bachelor'],60.0,Medium
Other,59000-116000 ,3.0,Exelixis,501-1000,1994.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,59000,116000,87500,CA,Alameda,30.0,3078534386.6171002,3,Mid-level,['R'],"['Bachelor', 'Master']",7.25830258302583,Medium
data scientist,60000-101000 ,3.8,PNNL,1001-5000,1965.0,Government,Energy,"Oil, Gas, Energy & Utilities",60000,101000,80500,WA,Richland,59.0,250500000.0,3,Senior,['R'],"['Bachelor', 'Master', 'PhD']",50.0,Medium
analyst,31000-55000 ,4.6,GreatAmerica Financial Services,501-1000,1992.0,Private,Lending,Finance,31000,55000,43000,IA,Cedar Rapids,32.0,300000000.0,1,Mid-level,"['R', 'SQL']",['Bachelor'],3.0,Low
director,102000-178000 ,4.4,Acceleron Pharma,201-500,2003.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,102000,178000,140000,MA,Cambridge,21.0,3078534386.6171002,1,Mid-level,['R'],['PhD'],3.0,High
director,136000-208000 ,4.0,Pfizer,10000++,1849.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,136000,208000,172000,MA,Cambridge,175.0,10000000000.0,1,Mid-level,['R'],['PhD'],10.0,High
Other,Employer Provided Salary:110000-130000,3.7,Kronos Bio,Unknown,1992.0,Private,-1,Information Technology,110000,130000,120000,MA,Cambridge,32.0,3078534386.6171002,1,Senior,['R'],['PhD'],2.0,Medium
analyst,48000-85000 ,3.0,AmeriHealth Caritas,5001-10000,1983.0,Private,Insurance Carriers,Insurance,48000,85000,66500,PA,Philadelphia,41.0,7500000000.0,3,Senior,"['R', 'SQL', 'Java']","['Bachelor', 'Master']",30.0,Low
Other,71000-129000 ,3.0,Exelixis,501-1000,1994.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,71000,129000,100000,CA,Alameda,30.0,3078534386.6171002,3,Senior,['R'],['PhD'],7.25830258302583,Medium
data engineer,66000-123000 ,4.7,Strategic Employment Partners,51-200,2006.0,Private,Staffing & Outsourcing,Business Services,66000,123000,94500,CA,San Francisco,18.0,3000000.0,1,Senior,"['Python', 'R']",[],3.0,Medium
manager,171000-272000 ,4.2,Grand Rounds,501-1000,2011.0,Private,Health Care Services & Hospitals,Health Care,171000,272000,221500,CA,San Francisco,13.0,3078534386.6171002,1,Mid-level,"['Python', 'R', 'SQL']",[],5.0,Very High
data scientist,92000-146000 ,3.8,PNNL,1001-5000,1965.0,Government,Energy,"Oil, Gas, Energy & Utilities",92000,146000,119000,WA,Seattle,59.0,250500000.0,3,Senior,['R'],"['Bachelor', 'Master', 'PhD']",50.0,Medium
data engineer,65000-126000 ,3.5,"SPINS, LLC",201-500,1995.0,Private,Consulting,Business Services,65000,126000,95500,IL,Chicago,29.0,75000000.0,1,Mid-level,"['Python', 'R', 'SQL']",['Master'],20.0,Medium
director,150000-239000 ,3.3,Liberty Mutual Insurance,10000++,1912.0,Private,Insurance Carriers,Insurance,150000,239000,194500,IL,Chicago,112.0,10000000000.0,3,Mid-level,"['Python', 'R']",['PhD'],7.25830258302583,Very High
Other,21-29 Per Hour,3.2,Catholic Health Initiatives,10000++,1996.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,43680,60320,52000,NE,Omaha,28.0,10000000000.0,2,Mid-level,['R'],['Bachelor'],7.25830258302583,Low
analyst,10-17 Per Hour,2.7,FLEETCOR,5001-10000,2000.0,Public,Financial Transaction Processing,Finance,20800,35360,28080,TN,Nashville,24.0,3500000000.0,1,Senior,['R'],['Bachelor'],7.25830258302583,Low
analyst,118000-228000 ,3.3,DTCC,1001-5000,1973.0,Private,Brokerage Services,Finance,118000,228000,173000,NJ,Jersey City,51.0,1500000000.0,1,Senior,"['Python', 'R', 'SQL', 'C++']",[],45.0,High
data scientist,82000-129000,3.7,Applied Research Laboratories,501-1000,1992.0,College / University,Colleges & Universities,Education,82000,129000,105500,TX,Austin,32.0,3078534386.6171002,1,Mid-level,"['Python', 'R']",['Bachelor'],7.25830258302583,Medium
Other,52000-91000 ,3.9,Southwest Research Institute,1001-5000,1947.0,Nonprofit Organization,Research & Development,Business Services,52000,91000,71500,TX,San Antonio,77.0,250500000.0,3,Mid-level,"['Python', 'R', 'SQL', 'Java', 'C++']",[],3.0,Low
Other,47000-101000 ,3.1,Reynolds American,5001-10000,1875.0,Private,Consumer Products Manufacturing,Manufacturing,47000,101000,74000,NC,Winston-Salem,149.0,10000000000.0,1,Senior,['R'],"['Master', 'PhD']",2.0,Low
analyst,49000-76000 ,3.7,Raytheon,10000++,1922.0,Public,Aerospace & Defense,Aerospace & Defense,49000,76000,62500,AL,Huntsville,102.0,10000000000.0,1,Mid-level,['R'],[],2.0,Low
Other,43000-88000 ,4.3,RTI International,1001-5000,1958.0,Nonprofit Organization,Research & Development,Business Services,43000,88000,65500,NC,Durham,66.0,250500000.0,3,Senior,['R'],[],30.0,Low
data scientist,61000-109000 ,3.8,DICK'S Sporting Goods - Corporate,10000++,1948.0,Public,Sporting Goods Stores,Retail,61000,109000,85000,PA,Coraopolis,76.0,7500000000.0,3,Mid-level,"['Python', 'R', 'SQL']",['Master'],7.25830258302583,Medium
data scientist,113000-182000 ,3.9,AstraZeneca,10000++,1913.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,113000,182000,147500,MD,Gaithersburg,111.0,10000000000.0,3,Mid-level,"['Python', 'R']",['PhD'],7.25830258302583,High
director,124000-199000 ,3.6,TRANZACT,1001-5000,1989.0,Private,Advertising & Marketing,Business Services,124000,199000,161500,NJ,Fort Lee,35.0,3078534386.6171002,1,Mid-level,"['Python', 'R', 'SQL']",[],7.0,High
data engineer,58000-104000 ,3.7,Carilion Clinic,10000++,1899.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,58000,104000,81000,VA,Roanoke,125.0,1500000000.0,1,Mid-level,['R'],"['Bachelor', 'Master']",6.0,Medium
analyst,52000-93000 ,2.1,United BioSource,1001-5000,2003.0,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,52000,93000,72500,PA,Blue Bell,21.0,300000000.0,2,Mid-level,"['R', 'SQL']",[],2.0,Low
data engineer,97000-181000 ,3.9,Figure Eight,51-200,2008.0,Public,Computer Hardware & Software,Information Technology,97000,181000,139000,CA,San Francisco,16.0,17500000.0,1,Senior,"['Python', 'R', 'Java', 'Scala']",[],5.0,High
data engineer,100000-173000 ,3.9,Tapjoy,201-500,2007.0,Private,Internet,Information Technology,100000,173000,136500,CA,San Francisco,17.0,17500000.0,2,Senior,"['R', 'SQL', 'Java', 'Scala']",[],3.0,High
analyst,58000-108000 ,3.2,DoubleVerify,201-500,2008.0,Private,Internet,Information Technology,58000,108000,83000,NY,New York,16.0,3078534386.6171002,1,Mid-level,"['Python', 'R', 'SQL', 'Scala']",[],5.0,Medium
Other,81000-161000 ,4.6,Mitsubishi Electric Research Labs,51-200,1991.0,Subsidiary or Business Segment,Research & Development,Business Services,81000,161000,121000,MA,Cambridge,33.0,7500000.0,3,Senior,['R'],[],25.0,Medium
data scientist,53000-96000 ,3.8,Fareportal,1001-5000,2002.0,Private,Travel Agencies,Travel & Tourism,53000,96000,74500,NY,New York,22.0,3500000000.0,3,Mid-level,"['Python', 'R', 'Scala']",['Bachelor'],7.25830258302583,Low
analyst,61000-110000 ,2.2,"Rodan and Fields, LLC",501-1000,2002.0,Private,Beauty & Personal Accessories Stores,Retail,61000,110000,85500,CA,San Francisco,22.0,3078534386.6171002,1,Mid-level,['R'],[],5.0,Medium
Other,65000-96000 ,3.1,Reynolds American,5001-10000,1875.0,Private,Consumer Products Manufacturing,Manufacturing,65000,96000,80500,NC,Winston-Salem,149.0,10000000000.0,1,Senior,['R'],"['Master', 'PhD']",1.0,Medium
Other,115000-220000 ,4.6,Mitsubishi Electric Research Labs,51-200,1991.0,Subsidiary or Business Segment,Research & Development,Business Services,115000,220000,167500,MA,Cambridge,33.0,7500000.0,3,Mid-level,['R'],[],7.25830258302583,High
mle,71000-144000 ,2.6,Software Engineering Institute,501-1000,1984.0,College / University,Colleges & Universities,Education,71000,144000,107500,PA,Pittsburgh,40.0,3078534386.6171002,1,Mid-level,"['Python', 'R', 'SQL']",['PhD'],3.0,Medium
analyst,32000-57000 ,3.4,DESC,501-1000,1979.0,Nonprofit Organization,Social Assistance,Non-Profit,32000,57000,44500,WA,Seattle,45.0,37500000.0,1,Mid-level,"['R', 'SQL']",['Bachelor'],2.0,Low
analyst,79000-136000 ,3.3,Johns Hopkins Health Care,1001-5000,1889.0,Private,Health Care Services & Hospitals,Health Care,79000,136000,107500,MD,Glen Burnie,135.0,250500000.0,3,Senior,"['R', 'SQL']","['Bachelor', 'Master']",7.0,Medium
Other,Employer Provided Salary:120000-145000,3.7,Kronos Bio,Unknown,1992.0,Private,-1,Information Technology,120000,145000,132500,MA,Cambridge,32.0,3078534386.6171002,1,Senior,['R'],['PhD'],5.0,Medium
analyst,50000-89000 ,3.7,Community Behavioral Health,201-500,1994.0,Private,Health Care Services & Hospitals,Health Care,50000,89000,69500,PA,Philadelphia,30.0,250500000.0,1,Mid-level,"['R', 'SQL']",['Bachelor'],5.0,Low
Other,68000-129000 ,3.5,Western Digital,10000++,1970.0,Public,Computer Hardware & Software,Information Technology,68000,129000,98500,CA,Milpitas,54.0,10000000000.0,2,Senior,"['Python', 'R', 'SQL']",[],2.0,Medium
Other,48000-113000 ,2.7,Advanced BioScience Laboratories,201-500,1961.0,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,48000,113000,80500,MD,Rockville,63.0,37500000.0,1,Mid-level,['R'],[],6.0,Medium
Other,27-47 Per Hour,3.8,FORMA THERAPEUTICS,51-200,2008.0,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,56160,97760,76960,MA,Watertown,16.0,17500000.0,1,Mid-level,['R'],['Bachelor'],5.0,Medium
Other,74000-124000 ,3.7,Raytheon,10000++,1922.0,Public,Aerospace & Defense,Aerospace & Defense,74000,124000,99000,MD,Cambridge,102.0,10000000000.0,1,Mid-level,"['Python', 'R', 'SQL']",[],70.0,Medium
manager,68000-125000 ,3.8,Agios Pharmaceuticals,501-1000,2008.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,68000,125000,96500,MA,Cambridge,16.0,75000000.0,1,Mid-level,['R'],['Bachelor'],5.0,Medium
director,39000-67000 ,3.3,Liberty Mutual Insurance,10000++,1912.0,Private,Insurance Carriers,Insurance,39000,67000,53000,MA,Boston,112.0,10000000000.0,3,Mid-level,['R'],"['Bachelor', 'Master']",2.0,Low
data engineer,71000-135000 ,2.7,Bridg,1-50,2011.0,Private,Enterprise Software & Network Solutions,Information Technology,71000,135000,103000,CA,Los Angeles,13.0,3078534386.6171002,1,Mid-level,"['R', 'Java', 'Scala']",[],3.0,Medium
data scientist,107000-172000 ,3.8,Bill.com,501-1000,2006.0,Public,Financial Transaction Processing,Finance,107000,172000,139500,CA,Palo Alto,18.0,75000000.0,1,Senior,"['R', 'SQL']","['Master', 'PhD']",5.0,High
data scientist,49000-85000 ,3.8,Pacific Northwest National Laboratory,1001-5000,1965.0,Government,Energy,"Oil, Gas, Energy & Utilities",49000,85000,67000,WA,Richland,59.0,250500000.0,3,Mid-level,['R'],"['Bachelor', 'Master']",50.0,Low
Other,54000-71000 ,3.0,Infosys,10000++,1981.0,Public,It Services,Information Technology,54000,71000,62500,CT,Hartford,43.0,10000000000.0,3,Mid-level,"['R', 'Java']",['Bachelor'],5.0,Low
Other,61000-123000 ,3.9,AstraZeneca,10000++,1913.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,61000,123000,92000,MD,Gaithersburg,111.0,10000000000.0,3,Mid-level,['R'],[],7.25830258302583,Medium
analyst,47000-85000 ,3.6,AXION Healthcare Solutions,1-50,1980.0,Private,Health Care Services & Hospitals,Health Care,47000,85000,66000,NY,New York,44.0,17500000.0,2,Mid-level,['R'],['Bachelor'],7.25830258302583,Low
data engineer,65000-124000 ,3.5,Alignment Healthcare,501-1000,2013.0,Private,Health Care Services & Hospitals,Health Care,65000,124000,94500,CA,Orange,11.0,3078534386.6171002,1,Mid-level,"['Python', 'R', 'SQL', 'Java']","['Bachelor', 'Master']",3.0,Medium
data scientist,87000-141000 ,3.6,TRANZACT,1001-5000,1989.0,Private,Advertising & Marketing,Business Services,87000,141000,114000,NJ,Fort Lee,35.0,3078534386.6171002,1,Mid-level,"['Python', 'R', 'SQL']",[],2.0,Medium
data scientist,56000-95000 ,4.2,ExecOnline,51-200,2012.0,Private,Education Training Services,Education,56000,95000,75500,NY,New York,12.0,3078534386.6171002,3,Mid-level,"['Python', 'R', 'SQL', 'Java']",['Bachelor'],3.0,Medium
data scientist,71000-121000 ,3.5,Charter Spectrum,1-50,1992.0,School / School District,K-12 Education,Education,71000,121000,96000,MO,Maryland Heights,32.0,7500000.0,1,Mid-level,"['R', 'SQL', 'Scala']",['PhD'],7.25830258302583,Medium
mle,62000-112000 ,4.0,Mteq,501-1000,1954.0,Public,Aerospace & Defense,Aerospace & Defense,62000,112000,87000,VA,Fort Belvoir,70.0,300000000.0,2,Mid-level,"['Python', 'R']",[],7.25830258302583,Medium
data scientist,64000-108000 ,3.7,Brillient,201-500,2006.0,Private,It Services,Information Technology,64000,108000,86000,MD,Silver Spring,18.0,37500000.0,1,Mid-level,"['Python', 'R']",['Master'],3.0,Medium
data scientist,89000-144000 ,4.4,Entefy,1-50,2012.0,Private,Internet,Information Technology,89000,144000,116500,CA,Palo Alto,12.0,3078534386.6171002,1,Senior,"['Python', 'R', 'SQL', 'Scala']","['Master', 'PhD']",5.0,Medium
Other,109000-200000 ,3.5,Sunovion,1001-5000,2010.0,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,109000,200000,154500,MA,Marlborough,14.0,1500000000.0,3,Senior,"['Python', 'R']",['PhD'],5.0,High
analyst,35000-62000 ,3.6,San Manuel Casino,1001-5000,1986.0,Private,Gambling,"Arts, Entertainment & Recreation",35000,62000,48500,CA,Highland,38.0,300000000.0,1,Mid-level,"['R', 'SQL']","['Bachelor', 'Master']",2.0,Low
mle,61000-113000 ,3.7,Cboe Global Markets,501-1000,1973.0,Public,Stock Exchanges,Finance,61000,113000,87000,KS,Lenexa,51.0,250500000.0,1,Mid-level,"['Python', 'R', 'SQL', 'Java']",['Bachelor'],7.0,Medium
data engineer,55000-105000 ,3.4,Trace3,501-1000,2002.0,Private,It Services,Information Technology,55000,105000,80000,TX,Houston,22.0,1500000000.0,3,Mid-level,"['Python', 'R', 'SQL', 'Java', 'Scala']",['Bachelor'],5.0,Medium
Other,18-25 Per Hour,4.0,Texas Health Huguley Hospital,1001-5000,1977.0,Hospital,Health Care Services & Hospitals,Health Care,37440,52000,44720,TX,Burleson,47.0,75000000.0,1,Mid-level,['R'],[],7.25830258302583,Low
data scientist,135000-211000 ,3.7,Northrop Grumman,10000++,1939.0,Public,Aerospace & Defense,Aerospace & Defense,135000,211000,173000,CA,San Jose,85.0,10000000000.0,1,Mid-level,"['Python', 'R', 'Java', 'C++']","['Bachelor', 'Master', 'PhD']",16.0,High
Other,39000-66000 ,2.4,Teasdale Latin Foods,501-1000,1992.0,Private,Food & Beverage Manufacturing,Manufacturing,39000,66000,52500,IL,Hoopeston,32.0,300000000.0,1,Mid-level,['R'],['Bachelor'],7.25830258302583,Low
data engineer,57000-80000 ,3.5,Saama Technologies Inc,501-1000,1997.0,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,57000,80000,68500,AZ,Phoenix,27.0,3078534386.6171002,3,Mid-level,"['Python', 'R', 'Java']",['Bachelor'],4.0,Low
Other,63000-127000 ,3.9,AstraZeneca,10000++,1913.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,63000,127000,95000,MD,Gaithersburg,111.0,10000000000.0,3,Mid-level,['R'],[],5.0,Medium
data scientist,50000-89000 ,3.2,MITRE,5001-10000,1958.0,Nonprofit Organization,Federal Agencies,Government,50000,89000,69500,MA,Bedford,66.0,1500000000.0,3,Mid-level,"['Python', 'R', 'SQL', 'Java']",['Bachelor'],1.0,Low
data scientist,82000-132000 ,4.4,The David J. Joseph Company,201-500,1885.0,Subsidiary or Business Segment,Metals Brokers,Mining & Metals,82000,132000,107000,OH,Cincinnati,139.0,3078534386.6171002,1,Senior,"['Python', 'R', 'SQL']","['Bachelor', 'Master']",135.0,Medium
data scientist,85000-139000 ,3.9,The Buffalo Group,501-1000,2010.0,Private,It Services,Information Technology,85000,139000,112000,VA,Charlottesville,14.0,300000000.0,3,Mid-level,"['Python', 'R', 'SQL', 'Java', 'C++']","['Bachelor', 'Master', 'PhD']",7.25830258302583,Medium
data scientist,72000-121000 ,3.4,CompQsoft,51-200,1997.0,Private,Consulting,Business Services,72000,121000,96500,DC,Washington,27.0,17500000.0,1,Mid-level,"['Python', 'R']","['Bachelor', 'Master']",2.0,Medium
Other,74000-149000 ,2.1,Cerus Corporation,201-500,1992.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,74000,149000,111500,CA,Concord,32.0,37500000.0,1,Mid-level,['R'],[],2.0,Medium
data engineer,113000-196000 ,3.7,Takeda Pharmaceuticals,10000++,1781.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,113000,196000,154500,MA,Cambridge,243.0,10000000000.0,3,Mid-level,"['R', 'SQL']","['Bachelor', 'Master', 'PhD']",5.0,High
data scientist,69000-121000 ,3.4,"Remedy BPCI Partners, LLC.",201-500,2011.0,Private,Health Care Services & Hospitals,Health Care,69000,121000,95000,NY,New York,13.0,3078534386.6171002,2,Mid-level,"['Python', 'R', 'SQL']",[],3.0,Medium
data scientist,71000-124000 ,4.0,Strategic Financial Solutions,501-1000,2007.0,Private,Consumer Product Rental,Consumer Services,71000,124000,97500,NY,New York,17.0,3078534386.6171002,2,Mid-level,"['Python', 'R', 'SQL']",[],7.25830258302583,Medium
data scientist,97000-160000 ,4.4,Maven Wave Partners,201-500,2008.0,Private,Consulting,Business Services,97000,160000,128500,IL,Chicago,16.0,75000000.0,1,Senior,"['Python', 'R', 'SQL', 'Java']",[],7.0,Medium
mle,81000-167000 ,2.6,Software Engineering Institute,501-1000,1984.0,College / University,Colleges & Universities,Education,81000,167000,124000,PA,Pittsburgh,40.0,3078534386.6171002,1,Senior,['R'],['PhD'],7.25830258302583,Medium
data scientist,150000-238000 ,3.2,The Climate Corporation,501-1000,2006.0,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,150000,238000,194000,CA,San Francisco,18.0,3078534386.6171002,3,Mid-level,"['R', 'Scala']",[],7.0,High
Other,24-39 Per Hour,3.7,Vail Health,501-1000,1966.0,Hospital,Health Care Services & Hospitals,Health Care,49920,81120,65520,CO,Vail,58.0,300000000.0,1,Mid-level,['R'],[],3.0,Low
